	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode
41	109	Nicolai		6.0	5.0	Nicolaas	1				1504	1	1570.0	1	"Auteursnaam: Grudius. 
Zoon van Nicolaas Everaerts (1462-1532). Oom van Nicolaas (de jonge) Nicolai.
Adelstitel: ridder in 1535.
Griffier van de Orde van het Gulden Vlies (1540-1561).
NOG"	0
42	110	Chalons	van	10.0	1.0	René	1		Nassau	Breda	1518	0	1544.0	0	"Persoonsgegevens: zoon van Hendrik van Nassau.
Adelstitel: graaf van Nassau/prins van Oranje.
Overig: ridder in de Orde van het Gulden Vlies 1540. Drossaart van Brabant 1539-1544."	0
43	112	Snouckaert		6.0	2.0	Willem	1		Binckhorst	Rodenrijs Diepenburch	1518	0	1565.0	0	"Adelstitel: ridder en paltsgraaf 1544.
Overig: Raad in het Leenhof van Holland 1553. Bibliothecaris van Karel V en Filips II vanaf 1546."	0
44	113	Vlaanderen	van	6.0	1.0	Lodewijk	1		Praat		1488	0	1555.0	0	Overig: ridder in de orde van het Gulden Vlies 1531.	0
45	122	Oranje	van	10.0	1.0	Willem	1		Breda		1533	0	1584.0	0	"Persoonsgegevens: broer van Johan van Nassau.
Adelstitel: graaf van Nassau en prins van Oranje, ridder in de Orde van het Gulden Vlies 1556. 
Overig: stadhouder Franche-Comté 1559; stadhouder van Friesland 1580-1584; stadhouder van Utrecht 1559-1567, 1572-1584"	0
46	123	Ouderkerk	van	1.0	3.0	Boudijn Jacobsz.	0					0		0		0
47	144	Nicolai		1.0	1.0	Klaas - de jonge	0					0	1564.0	0	Persoonsgegevens: neef  van Klaas Nicolai (Grudius).	0
48	150	Loo	van	1.0	1.0	Gerrit	0				1500	1	1562.0	0	"Persoonsgegevens: zoon van Albert van Loo
Overig: rentmeester-generaal van Friesland 8 februari 1532 - 1556; al op 20 oktober 1530 bij provisie. Rentmeester Stad en Lande van Groningen 16 juni 1536."	0
49	153	Persijn	van	1.0	1.0	Jan Hendriksz.	0					0	1540.0	1	Vader van Nicolaas (Jansz.) en Hippolitus van Persijn.	0
50	156	Krusink		1.0	3.0	Jacob	0					0	1493.0	0	"Vader van Cornelis en Filips Krusink.
Rekenmeester in de Rekenkamer van Mechelen 1474-1477 en van Brabant (belast met Holland en Zeeland) 1464-1474."	0
51	157	Jonge	de	11.0	6.0	Cornelis	1		Baardwijk		1445	1	1504.0	0	"Persoonsgegevens: vader van Jacob de Jonge.
Overig: pensionaris van Dordrecht 1473-1477. Procureur Hollandse hoofdsteden 1476. Raad van Margaretha van York (1483)-1504."	0
52	161	Kapelle	van der	1.0	3.0	Jacob Bettensz.	0					0		0		0
53	162	Gheendt	de	1.0	1.0	Cornelis	0					0		0		0
54	163	Heenvliet	bastaard van	1.0	1.0	Willem	0					0		0		0
55	166	Houtman		1.0	3.0	Jacob	0					0		0		0
56	167	Courteville	de jonge van	1.0	1.0	Jan	0					0		0	Overig: mogelijk dezelfde als Jean de Courteville, raadsheer in de Grote Raad te Mechelen.	0
57	169	Herdink	van	1.0	1.0	Adolf	0					0	1536.0	1		0
58	171	Herdink		1.0	3.0	Urbanus	0					0		0		0
59	172	Heissius		1.0	3.0	Jacob	0					0		0		0
60	174	Bourgondië	van	12.0	1.0	Frans	1					0		0		0
61	176	Heems		1.0	3.0	Erasmus	0					0		0		0
62	177	Potterye	van der	1.0	3.0	Jacob	0					0	1531.0	0		0
63	178	Bourgondië	van	11.0	1.0	Karel	1		Froidmont	Brigdamme		0		0		0
64	179	Heetvelde	van den	1.0	1.0	Adriaan	0					0	1548.0	1	Gooskens nr. 341.6 spreekt over Adriaan van Heetbede	0
65	180	Snouckaert		1.0	3.0	Maarten	0					0		0		0
66	181	Polderman		1.0	3.0	Hendrik	0					0		0		0
67	183	Sandelijn		6.0	1.0	Jeronimus	1	jonkheer	Herenthout	Wickevorst		0	1570.0	0	Adelstitel: ridder in de Orde van het Gulden Vlies 1549.	0
68	185	Schoonhoven	van	1.0	1.0	Floris	0					0		0		0
69	186	Valladolid	van	1.0	3.0	Jacob	0					0		0	Overig: burgemeester van Middelburg.	0
70	189	Brugman		1.0	3.0	Gillis	0					0		0	Overig: secretaris van de abt van Middelburg.	0
71	190	Heeswijk	van	1.0	1.0	Matthijs	0					0		0		0
72	192	Schobbelants		1.0	1.0	Cornelis	0					0		0		0
73	193	Proost	de	1.0	3.0	Adriaan	0					0		0	Overig: raad van de graaf van Buren.	0
74	195	Carbonnier		1.0	1.0	Pieter	0					0		0		0
75	196	Castro	de	1.0	1.0	Klaas	0					0		0	Overig: bisschop van Middelburg 1561-1573.	0
76	197	Haak		1.0	1.0	Pieter	0					0	1574.0	1		0
77	199	Vos	de	1.0	3.0	Willem	0					0		0	Raad van Willem, prins van Oranje.	0
78	200	Kampen	van	1.0	1.0	Adriaan	0					0		0	Overig: burgemeester van Middelburg.	0
79	203	Strijen	van	1.0	3.0	Jan	0					0		0	Overig: vicaris-generaal van het bisdom van Middelburg.	0
80	204	Struve		1.0	1.0	Krijn Adriaansz.	0					0		0		0
81	205	Zagarus		1.0	3.0	Jacob	0					0		0		0
82	210	Glarges	de	1.0	1.0	Klaas	0					0		0		0
83	226	Borre	van	1.0	3.0	Jeroen	0					0	1595.0	0		0
84	227	Casenbroot		1.0	3.0	Leonard	0					0	1604.0	0	Overig:d waarnemend  president van Hof van Holland 1601-1604.	0
85	230	Duvenvoorde	van	6.0	3.0	Jacob	1		Warmond		1509	0	1577.0	0	"Persoonsgegevens: zoon van Jan van Duivenvoorde.
Peronalia kent geen nummering, alleen rangschikking naar jaar."	0
86	231	Loon	van	1.0	3.0	Pelgrim	0					0	1587.0	0		0
87	232	Kamerling		1.0	3.0	Klaas Cornelisz.	0					0	1586.0	0	Overig: burgemeester van Delft (1573) en advocaat (van het Hof?).	0
88	233	Bakker	de	1.0	3.0	Cornelis Adriaanz.	0					0	1583.0	0		0
89	236	Leeuwen	van	1.0	1.0	Dirk	0					0	1596.0	0		0
90	237	Verhorst		1.0	3.0	Frederik	0					0	1608.0	0		0
91	239	Oranje	van	10.0	1.0	Maurits	1				1567	0	1625.0	0	"Persoonsgegevens: zoon van Willem van Oranje.
Adelstitel: graaf van Nassau/prins van Oranje."	0
92	240	Halen	van	1.0	1.0	Jan	0					0		0		0
93	241	Hofland		1.0	1.0	Gerrit Arendsz.	0					0		0		0
94	242	Frederiksz.		1.0	1.0	Jan	0					0		0		0
95	244	Simonsz.		1.0	1.0	Willem	0					0		0		0
96	245	Rooi	die	1.0	1.0	Gerrit	0					0		0	Drossaard van Montfoort, het Land van Montfoort alsmede Papekop en Diemerbroek 1561.	0
97	246	Dirksz.		1.0	1.0	Loef	0					0		0		0
98	248	Jansz.		1.0	1.0	Willem	0					0		0		0
99	249	Adriaansz.		1.0	1.0	Vechter	0					0		0		0
100	250	Willemsz.		1.0	1.0	Pieter	0					0		0		0
101	251	Croy	van	3.0	1.0	Adriaan	1		Roeulx	Beaurain	1492	0	1553.0	0	"Adelstitels: graaf van Roeulx 1530.
Overig: ridder in de Orde van het Gulden Vlies 1519. Stadhouder van Artesië 1524, van Waals-Vlaanderen 1532, van Vlaanderen december 1540."	0
102	252	Pietersz.		1.0	1.0	Gijsbrecht	0					0		0		0
103	253	Pietersz.		1.0	1.0	Willem	0					0		0		0
104	254	Albrechtsz.		1.0	1.0	Dirk	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnummer(s).	0
105	255	Ammers		1.0	1.0	Gerrit Pleunisz.	0					0		0		0
106	256	Jansz.		1.0	1.0	Gerrit	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnummer(s).	0
107	257	Oem		1.0	1.0	Jan	0					0		0		0
108	259	Kant		1.0	1.0	Pieter Gijsbrechtsz.	0					0		0		0
109	260	Torenburg	van	1.0	1.0	Adriaan	0					0		0		0
110	261	Micault		6.0	1.0	Jan	1					0	1539.0	1	"Tresorier van de Orde van het Gulden Vlies. Het schoutambt laat hij door vervangers uitvoeren
Rekenmeester in de Rekenkamer van Brussel."	0
111	263	Resen		1.0	1.0	Frans	0					0		0		0
112	266	Alphen	van	1.0	1.0	Lennard Jorisz.	0					0		0		0
113	267	Pietersz.		1.0	1.0	Gijsbrecht	0					0		0		0
114	270	Barkeloo	van	1.0	1.0	Gerrit Jansz.	0					0		0		0
115	273	Delft	van	1.0	1.0	Klaas	0					0		0		0
116	277	Maartensz.		1.0	1.0	Jan	0					0		0		0
117	281	Willemsz.		1.0	1.0	Melis	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
118	282	Cornelisz.		1.0	1.0	Jan	0					0		0		0
119	283	Willemsz.		1.0	1.0	Arend	0					0		0		0
120	286	Jansz.		1.0	1.0	Klaas	0					0		0	Streekarchief Voorne-Putten, 033, inleiding kent geen paginering/nummering	0
121	289	Foppenz.		1.0	1.0	Jacob	0					0		0	Walvis: p. 72 is abusievelijk genummerd als p. 71.	0
122	290	Papendrecht	van	1.0	1.0	Jan	0					0		0		0
123	293	Loo	van	1.0	1.0	Willem	0					0		0		0
124	294	Cornelisz.		1.0	1.0	Dirk	0					0		0		0
125	301	Woutersz.		1.0	1.0	Adriaan	0					0		0		0
126	302	Goud		1.0	1.0	Arend	0					0		0		0
127	304	Jacobsz.		1.0	1.0	Jan	0					0		0		0
128	305	Laurensz.		1.0	1.0	Arend	0					0		0		0
129	306	Hugenz.		1.0	1.0	Jan	0					0		0		0
130	310	Laureten	van	1.0	1.0	Jasper	0					0		0		0
131	312	Cijwe	van der	1.0	1.0	Gijsbrecht Pietersz.	0					0		0		0
132	314	Jacobsz.		1.0	1.0	Huge	0					0		0		0
133	315	Enghien	d'	1.0	1.0	Gerrit	0					0		0		0
134	317	Spiering		1.0	1.0	Klaas Florisz.	0					0		0		0
135	318	Gier	de	1.0	1.0	Hillen	0					0	1540.0	0		0
136	320	Jansz.		1.0	1.0	Cornelis	0					0		0		0
137	321	Muiden	van	1.0	1.0	Arend	0					0		0		0
138	322	Zweersz.		1.0	1.0	Jan	0					0		0		0
139	324	Krijnsz.		1.0	1.0	Huge	0					0		0		0
140	325	Holland	bastaardzoon van	1.0	1.0	Adriaan	0					0		0		0
141	327	Nicolai		6.0	2.0	Evert	1				1498	0	1561.0	0	"Persoonsgegevens: zoon van Nicolaas Everaerts (1462-1532).
Overig: ridder in Orde van Gulden Vlies (waarsch. rond 1557). Advocaat van de Hoge Vierschaar van Zeeland (1519)."	0
142	328	Grijpsz.		1.0	1.0	Jacob	0					0		0		0
143	329	Dirksz.		1.0	1.0	Jan	0					0		0		0
144	330	Hage	van den	1.0	1.0	Pieter	0					0		0		0
145	331	Wijngaarden	van	1.0	1.0	Lambrecht	0					0		0		0
146	332	Lambrechtsz.		1.0	1.0	Willem	0					0		0		0
147	333	Vos	de	1.0	1.0	Melis	0					0		0		0
148	334	Coebel		1.0	1.0	Filips	0					0	1566.0	0	"Persoonsgegevens: broer van Aernout Coebel.
Overig: aanvankelijk werkzaam in de Rijkskamer te Spiers."	0
149	336	Florisz.		1.0	1.0	Pieter	0					0		0		0
150	337	Vriese	de jonge	1.0	1.0	Jan	0					0		0		0
151	338	Bruin		1.0	1.0	Jan Simonsz.	0					0		0		0
152	340	Barendsz.		1.0	1.0	Jan	0					0		0		0
153	341	Worpe	van der	1.0	1.0	Boudijn	0					0		0		0
154	342	Jansz.		1.0	1.0	Pieter	0					0		0		0
155	343	Egmond	van	3.0	1.0	Lamoraal	1		Zottegem		1522	0	1568.0	0	"Adelstitel: prins van Gavre 1553, graaf van Egmond.
Overig: ridder in de Orde van het Gulden  Vlies 1546. Stadhouder van Vlaanderen en Artois 1559-1567."	0
156	344	Cornelisz.	meester	1.0	1.0	Simon	0					0		0		0
157	345	Oem		1.0	1.0	Zeger Dirksz.	0					0		0		0
158	346	Glymes	van	3.0	1.0	Jan (III)	1		Bergen op Zoom	Walhain	1452	0	1532.0	0	"Persoonsgegevens: broer van Hendrik van Glymes.
Adelstitel: graaf van Walhain.
Overig: ridder in de Orde van het Gulden Vlies 1481. stadhouder-gouverneur van Namen 1485-1497. Lid van Hofraad van Karel V 1515."	0
159	347	Lozanen	van	1.0	1.0	Jan	0					0		0		0
160	348	Simonsz.		1.0	1.0	Klaas	0					0		0		0
161	349	Suytere	van	1.0	1.0	Cornelis	0					0		0		0
162	350	Assonleville	d'	6.0	2.0	Christoffel	1		Hauteville		1528	0	1607.0	0		0
163	352	Staert		1.0	1.0	Pieter	0					0		0		0
164	353	Adriaansz.		1.0	1.0	Dieloff	0					0		0		0
165	354	Joosten		1.0	1.0	Klaas	0					0		0		0
166	355	Oostrum	van	1.0	1.0	Hendrik	0					0		0		0
167	356	Heussen		1.0	1.0	Adriaan	0					0		0		0
168	358	Baxz.		1.0	1.0	Andries Jan	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
169	360	Brumaardsz.		1.0	1.0	Lambrecht	0					0		0		0
170	361	Voort	van der	1.0	1.0	Arend	0					0		0		0
171	362	Beynen	van	1.0	1.0	Dirk Woutersz.	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s)	0
172	363	Dirksz.		1.0	1.0	Albrecht	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnummer(s).	0
173	365	Boenenz.		1.0	1.0	Pieter Jan	0					0		0		0
174	368	Hey		1.0	1.0	Gerrit Gerritsz.	0					0		0		0
175	371	Naarden	van	1.0	5.0	Maarten	0				1490	1	1567.0	0	Raadsheer Hof van Friesland 1527-1538. Luitenant Hoofdmannenkamer Groningen 1541-1557.	0
176	373	Meer	van de	1.0	1.0	Jacob	0					0		0		0
177	374	Rietveld	van	1.0	1.0	Dirk	0					0		0		0
178	378	Ratingen	van	1.0	1.0	Joost	0					0		0	Streekarchief Voorne-Putten, 033, inleiding kent geen paginering/nummering	0
179	381	Bergen	van	1.0	1.0	Cornelis	0					0		0	"mogelijk dezelfde als naamgenoot?
Overig: maarschalk"	0
180	385	Molenaar van Brandwijk	de	1.0	1.0	Willem	0					0		0		0
181	391	Smit		1.0	1.0	Jan	0					0		0		0
182	392	Duvenvoorde	van	1.0	1.0	Cornelis	0					0		0		0
183	393	Andriesz.		1.0	1.0	Dirk	0					0		0		0
184	396	Brederode		1.0	1.0	Jan Willemsz.	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnummer(s).	0
185	397	Klaasz.		1.0	1.0	Hildebrand	0					0		0	Dezelfde als Hlidebrand Klaas Klaasz.?	0
186	398	Willemsz.		1.0	1.0	Rikoud	0					0		0		0
187	401	Coppensz.		1.0	1.0	Hendrik	0					0		0		0
188	402	Jansz.		1.0	1.0	Arend	0					0		0		0
189	403	Baecx		12.0	1.0	Jan	1					0		0		0
190	405	Anthonisz.		1.0	1.0	Jan	0					0		0		0
191	414	Hedding		1.0	1.0	Jan	0					0		0		0
192	416	Bosch	van den	1.0	1.0	Dirk	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnummer(s).	0
193	419	Anthonisz.		1.0	1.0	Govert	0					0		0		0
194	423	Jansz.		11.0	1.0	Herman	1		Villers			0		0		0
195	424	Hennin-Lietard	van	3.0	1.0	Maximiliaan	1				1542	0	1578.0	0	"Persoonsgegevens: zoon van Jan van Hennin.
Adelstitel: graaf van Boussu."	0
196	427	Filipsz.		1.0	1.0	Willem	0					0		0		0
197	428	Splintersz.		1.0	1.0	Cornelis	0					0		0		0
198	430	Haarlem	van	1.0	1.0	Jan	0					0		0		0
199	431	Verheggen		1.0	1.0	Jan	0					0		0		0
200	433	Baenst	de	1.0	1.0	Guy	0					0	1502.0	1	Overig: raadsheer in de Raad van Vlaanderen 1485-1492.	0
201	434	Groeneveld	van	6.0	1.0	Jan	0					0		0		0
202	435	Grebber	de	1.0	1.0	Klaas	0					0		0		0
203	436	Maas		1.0	1.0	Willem	0					0		0		0
204	437	Gerbrandsz.		1.0	1.0	Klaas	0					0		0		0
205	440	Evertsz.		1.0	1.0	Filips	0					0		0		0
206	441	Dam	van	1.0	1.0	Arend	0					0		0		0
207	444	Arendsz.		1.0	1.0	Jan	0					0		0		0
208	446	Brugge	van	10.0	1.0	Lodewijk	1		Gruuthuse	Oostkamp, Tielt-ten-Hove, Avelgem, Spiere, Haamstede, Heemstede	1422	1	1492.0	0	"Persoonsgegevens: ook bekend als Lodewijk van Gruuthuse
Adelstitel: ridder 1453, prins van Steenhuize, graaf van Winchester vanaf 25-10-1472.
Overig: ridder in de Orde van het Gulden Vlies 1461"	0
209	447	Moen		1.0	1.0	Gijsbrecht Simonsz.	0					0		0		0
210	448	Witte	de	11.0	1.0	Gerrit	0					0		0		0
211	449	Raat		1.0	1.0	Paul Jansz.	0					0		0		0
212	450	IJsselstein	van	1.0	1.0	Jan	0					0		0	.	0
213	451	Dirksz.		1.0	1.0	Adriaan	0					0		0		0
214	454	Zevenhuizen	van	1.0	1.0	Jacob Klaasz.	0					0		0		0
215	457	Dobben		1.0	3.0	Cornelis	0					0		0		0
216	460	Screvel		1.0	1.0	Jan	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
217	463	Jansz.		1.0	1.0	Pelgrim	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnummer(s).	0
218	468	Jansz.		1.0	1.0	Albrecht	0					0		0		0
219	470	Egmond	van	6.0	1.0	Willem (Arendsz.)	1		IJsselstein		1387	1	1451.0	0	"Adelstitel: ridder 1416.
Overig: in ongenade 1416.  Hoogheemraad van Delfland. Ruwaard van Holland voor Jan van Beieren 1421.
NOG"	0
220	471	Xancten	van	1.0	1.0	Jan	0					0		0		0
221	472	Everaerts		1.0	2.0	Klaas	0				1462	1	1532.0	0	Persoonsgegevens: geboren te Middelburg. Vader van Everard Nicolai.	0
222	473	Beetse		1.0	1.0	Jan Jansz.	0					0		0		0
223	475	Nottaard		1.0	1.0	Jan	0					0		0		0
224	483	IJfsz.		1.0	1.0	Berend	0					0		0		0
225	484	Jansz.		1.0	1.0	Meindert	0					0		0		0
226	485	Cooper		1.0	1.0	Adriaan	0					0		0		0
227	487	Jansz.		1.0	1.0	Jan	0					0		0		0
228	489	Brederode		1.0	1.0	Gerrit Gerritsz.	0					0		0		0
229	490	Klaasz.		1.0	1.0	Klaas	0					0		0		0
230	491	Jansz.		1.0	1.0	Dirk	0					0		0		0
231	492	Willemsz.		1.0	1.0	Adriaan	0					0		0		0
232	495	Gerbrandsz.		1.0	1.0	Luutgen	0					0		0		0
233	497	Berg	van den	1.0	1.0	Jan	0					0		0		0
234	498	Fijck van Hove		1.0	1.0	Willem Adriaansz.	0					0		0		0
235	499	Boekhorst	van de	1.0	1.0	Jan	0					0		0		0
236	501	Hendriksz.		1.0	1.0	Bartolomeus	0					0		0		0
237	502	Koenenz.		1.0	1.0	Jan	0					0		0		0
238	503	Michielsz.		1.0	1.0	Wolfert	0					0		0		0
239	506	Noiert		1.0	1.0	Hein Willemsz.	0					0		0		0
240	507	Melchiorsz.		1.0	1.0	Willem	0					0		0		0
241	508	Willemsz.		1.0	1.0	Tielman	0					0		0		0
242	509	Endhoven	van	1.0	1.0	Roelof Cornelisz.	0					0		0		0
243	510	Gerritsz.		1.0	1.0	Hendrik	0					0		0		0
244	511	Hugenz.		1.0	1.0	Bartoud	0					0		0		0
245	514	Jacobsz.		1.0	1.0	Jan	0					0		0		0
246	515	Laan	van der	1.0	1.0	Maarten	0					0		0		0
247	516	Jansz.		1.0	1.0	Jacob	0					0		0		0
248	517	Zeist	van	1.0	2.0	Jan	0					0		0		0
249	518	Hugenz.		1.0	1.0	Gerrit	0					0		0		0
250	520	Spaarnwoude	van	1.0	1.0	Jan	0					0		0		0
251	521	Spanwou	van	1.0	1.0	Willem	0					0		0		0
252	525	Berendrecht		1.0	1.0	Jan Klaasz.	0					0		0		0
253	526	Klaasz.		1.0	1.0	Jan	0					0		0		0
254	527	Bie	de	1.0	1.0	Gerrit Jansz.	0					0		0		0
255	528	Mommen		1.0	1.0	Adriaan Maasz.	0					0		0		0
256	530	Bruheze	van	1.0	1.0	Anthonis	0					0		0		0
257	533	Klaasz.		1.0	1.0	Paul	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
258	537	Ket		1.0	1.0	Klaas Dirksz.	0				1474	1		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s). Gemeentearchief Alphen geeft data van de inmiddels overleden Klaas.	0
259	539	Wilde	de	1.0	2.0	Gozewijn	0					0	1449.0	0	"Overig: raadsheer (1425-1440) en president (1440-1445) van de Raad van Vlaanderen.
Wordt na beschuldiging van sodomie door Bengaert van Say veroordeeld en ter dood gebracht."	0
260	545	Lannoy	van	6.0	1.0	Huge	1		Santes	Beaumont, Oostambacht IJsselmonde	1384	0	1456.0	0	"Adelstitel: ridder 1405.
Overig: ridder in de Orde van het Gulden Vlies 1430. Gouverneur van Waals-Vlaanderen 1418-1424."	0
261	547	Lannoy	van	6.0	1.0	Jan (III)	1		Lannoy	Lys, Watignies, Bersées, Neufville, Sebourg, Rumes, Willems, Bossuyt	1410	0	1493.0	0	"Adelstitel: ridder 1430.
Overig: ridder in de Orde van het Gulden Vlies 1451. Stadhouder Waals-Vlaanderen 1459-1465. Verzoener van Hoeken en Kabeljauwen 1479-1480."	0
262	549	Borselen	van	3.0	1.0	Wolfert (VI)	1		Veere	Zandenburg, Vlissingen, Heemsrode, Abbebbroek, Sloten, Osdorp, Amstelveen, 's-Gravenpolder, Bergen, Ridderkerk	1430	1	1486.0	0	"Adelstitels: ridder/graaf van Grandpré en Buchan
Overig: ridder in de Orde van het Gulden Vlies 1478. Admiraal-generaal van de zee van Holland, Zeeland, Artesië en Boulonnais 1466-1479 (Damen en [Charters] fam. Borssele)."	0
263	550	Lalaing	van	6.0	1.0	Joost	1		Montigny	Hantes	1437	1	1483.0	0	Overig: ridder in de Orde van het Gulden Vlies 1478. Baljuw van Vlaanderen 1468-. Lid van de hertogelijke Raad van Karel de Stoute 1476.	0
264	554	Blok	van den	1.0	3.0	Jacob	0					0	1459.0	1		0
265	555	Wilde	de	1.0	3.0	Michiel	0					0		0		0
266	556	Zwieten	bastaard van	11.0	1.0	Willem	1		Amerongen			0	1482.0	0	"Persoonsgegevens: bastaardzoon van Boudijn van Zwieten.
Meilink 3657 maakt geen melding van bastaard."	0
267	559	Duyst		1.0	1.0	Klaas Pietersz.	0					0	1495.0	1		0
268	562	Boudijnsz.		1.0	3.0	Jan	0				1452	1	1514.0	0	Overig: pensionaris van Middelburg (1477-1481). Raad ( tot 1497 ook advocaat) van Margaretha van York 1490-1504.	0
269	564	Quevin		1.0	3.0	Jan	0					0	1476.0	0	"Persoonsgegevens: broer van Pieter Quevin.
Overig: raadsheer-commissaris in Raad van Vlaanderen (1468-1476)."	0
270	572	Pijn		1.0	1.0	Gijsbrecht	0					0	1461.0	1		0
271	588	Kats	van	8.0	1.0	Jacob Laurensz.	1					0	1464.0	1		0
272	589	Oem van Wijngaarden		1.0	2.0	Hendrik	0					0	1472.0	0	Persoonsgegevens: zoon van Godschalk Oem van Wijngaarden (Tielmansz.) muntmeester te Dordrecht 1419-1429.	0
273	593	Kruiningen	van	6.0	1.0	Jan	1		Kruiningen	Pamele, Heenvliet, Woensdrecht, Hazerswoude, Steenbergen, Acquoy	1460	1	1513.0	0	Overig: ridder in de Orde van het Gulden Vlies 1491. Groot-baljuw van Gent 1486-, burgraaf van Zeeland.	0
274	594	Schoonhoven	van	1.0	3.0	Jan	0					0	1503.0	0	Pensionaris van Dordrecht. Raadsheer-rekwestmeester van Maximiliaan.	0
275	603	Zwieten	van	11.0	1.0	Huge	1		Zwieten	Zoeterwoude		0	1482.0	0	"Burgemeester van Leiden 1475-1477. 
Veertigraad van Leiden 1449, 1457, 1481. 
Hoogheemraad van Rijnland 1478-1481. 
Rentmeester van de abdij van Rijnsburg 1478-1481."	0
276	605	Potter van der Loo		11.0	1.0	Gerrit	1		Hubrechtsambacht	Snijdelwijk	1395	1	1454.0	0	Persoonsgegevens: zoon van Dirk Potter (Gerritsz.).	0
277	611	Alkemade	van	6.0	1.0	Willem Florisz.	1		Cronestein	Engelen en Vlijmen	1406	0	1473.0	0	"Adelstitel: ridder 1443.
Volgens Prevenier behoorde het ambt van baljuw van Bergen aan Willem van Alkemade IJsbrandsz. toe.
Overig: lid vroedschap Leiden 1434-1472; hoogheemraad van Rijnland 1430-1473."	0
278	612	Oem van Wijngaarden		11.0	3.0	Tielman	1		Hendrik-Ludenambacht	Groot-Waspik, Schrevelduin		0	1495.0	1	"Persoonsgegevens: zoon van Godschalk Oem van Wijngaarden (Tielmansz.) muntmeester te Dordrecht 1419-1429.
Overig: Hoogheemraad Rijnland: 1482-93. Bos-Rops heeft 28 apr. 1480 als commissie.
Dezelfde persoon als Tielman Oem (ook zoon van Godschalk Oem van Wijngaarden (Tielmansz.))?"	0
279	615	Wassenaar	van	6.0	1.0	Filips (Jansz.)	1		Voorburg			0	1493.0	0	"Adelstitel: ridder 1461.
Overig: hoogheemraad Rijnland 1465, 1473. Volgens Braake baljuw en dijkgraaf van Delfland tot 1494 maar overleden op 18-02-1493."	0
280	617	Abeele	van den	6.0	1.0	Floris	1		Welsingen	Ritthem		0	1440.0	0	"Adelstitel: ridder 1397. 
Overig: hofmeester 1423-1424 van Jan van Beieren.
Persoonsgegevens: zoon van Hendrik van den Abeele.
Bij dijkgraafschap Zuidwatering (Waard, C. de) is datering weggevallen. Stuk is geplaatst tussen aktes van 21-10-1435 en 10-01-1436."	0
281	619	Montfoort	van	6.0	1.0	Lodewijk	1		Hazerswoude			0	1451.0	0	"Broer van Jan en Willem van Montfoort.
Adelstitel: ridder 1408/1409.
Aan het hof van Wiillem V 1407-1409, maarschalk van Utrecht 1413-1416."	0
282	632	Haamstede	van	6.0	1.0	Floris	1		Kerkwerve	Kouwerve, Bergen (N-H)		0	1438.0	1	Adelstitel: ridder 1409.	0
283	633	Haimansz.		1.0	1.0	Poppe	0					0	1468.0	1	Burgemeester van Zierikzee vanaf 1424.	0
284	639	Montfoort	van	7.0	5.0	Jan	1		Diemerbroek	Harmelen, Zuid-Polsbroek, Linschoten, Hekendorp, Snelrewaard, Purmerend, Neck		0	1448.0	0	"Broer van Lodewijk en Willem van Montfoort.
Burggraaf van Montfoort 1413, ridder 1418.
Lid en proost van Domkapittel 1404-1414."	0
285	643	Brant		1.0	1.0	Klaas Mathijsz.	0					0		0		0
286	644	Vianen	van	11.0	1.0	Gijsbrecht	1		Noordeloos	Nieuwkoop, Slingeland		0	1458.0	1	Persoonsgegevens: zoon van Jan van Vianen.	0
287	646	Zwieten	van	6.0	1.0	Dirk	1		Schobbelandsambacht	Zoetermeer		0	1451.0	0	"Adelstitel: ridder 1451.
Burgemeester van Leiden 1429-1430."	0
288	650	Lennardsz.		1.0	1.0	Jacob	0					0		0		0
289	652	Meindertsz.		1.0	1.0	Jacob	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
290	654	Jansz.		1.0	1.0	Hendrik	0					0		0		0
291	657	Klaasz.		1.0	1.0	Koen	0					0		0		0
292	660	Hermansz.		1.0	1.0	Arend	0					0		0		0
293	661	Leeuwen	van	1.0	1.0	Jan	0					0		0		0
294	664	Jacobsz.		1.0	1.0	Evert	0				1449	1		0		0
295	667	Dirksz.		1.0	1.0	Albrecht	0					0	1478.0	0		0
296	669	Pelgrom	bastaard van	1.0	3.0	Jan	0					0		0		0
